100, 28.9262
600, -8.99326
1100, 2.03786
1600, 0.486606
2100, -1.04823
2600, -6.36807
3100, 6.17453
3600, 0.69727
4100, -4.36894
4600, 0.898774
5100, -0.517145
5600, -4.93046
6100, 0.0825459
6600, -3.01807
7100, 0.726941
7600, -0.211911
8100, 3.55293
8600, 3.4408
9100, 0.924138
9600, 0.486606
10100, -0.658487
10600, -1.19473
11100, -1.47769
11600, -0.363313
12100, 1.84983
12600, -0.566713
13100, -1.87251
13600, -1.79972
14100, -0.118492
14600, 0.512578
15100, -0.304429
15600, -0.825991
16100, 1.74666
16600, 1.012
17100, 0.0541908
17600, 1.00369
18100, -0.152369
18600, 1.40401
19100, 3.11715
19600, 2.18911
20100, 1.64683
20600, -0.967588
21100, -0.187318
21600, -0.95293
22100, 2.7429
22600, 1.10741
23100, -2.06598
23600, -0.0596916
24100, 0.0381806
24600, 0.0704166
25100, -0.0799201
25600, -2.50548
26100, -1.84522
26600, 1.72683
27100, -0.457883
27600, -1.7391
28100, -1.92216
28600, 0.552899
29100, 0.388875
29600, -0.153926
30100, 0.026785
30600, -0.740201
31100, -0.946043
31600, -1.64936
32100, 1.37848
32600, 1.2892
33100, -0.378325
33600, 1.20888
34100, -0.942324
34600, -0.225754
35100, 0.232729
35600, 0.294878
36100, 0.0401855
36600, 0.0825459
37100, -0.693906
37600, 0.910174
38100, -0.31458
38600, 0.221366
39100, 0.0647396
39600, -0.183688
40100, 0.254928
40600, 0.0476366
41100, 1.17395
41600, -2.33912
42100, 0.69827
42600, 0.566717
43100, -0.652738
43600, -1.02669
44100, 0.189957
44600, 0.750172
45100, 0.591704
45600, 0.0541908
46100, 1.69986
46600, 2.4965
47100, 1.19911
47600, 0.183887
48100, 0.24616
48600, -1.44058
49100, -0.482619
49600, -0.33906
50100, -0.637355
50600, 2.38258
51100, 0.0302365
51600, -0.747982
52100, 0.541192
52600, 1.05612
53100, 1.13288
53600, 1.20821
54100, -0.904709
54600, 1.35473
55100, -0.184383
55600, 0.527526
56100, 1.03749
56600, 0.0109376
57100, -0.30698
57600, -1.69903
58100, 0.0134283
58600, 0.117765
59100, 1.9527
59600, 1.27553
60100, 0.142744
60600, -0.1579
61100, -1.04941
61600, 0.363491
62100, -1.61698
62600, 0.286711
63100, 0.129045
63600, -0.956242
64100, -0.178907
64600, -0.669762
65100, -0.291005
65600, 1.64269
66100, 0.231324
66600, 0.389814
67100, -1.17202
67600, -0.242615
68100, -0.173226
68600, -1.4757
69100, 1.21372
69600, 0.857084
70100, 0.721912
70600, -0.206257
71100, 1.09726
71600, 2.19192
72100, 0.0106402
72600, 1.58867
73100, 1.20505
73600, -0.966287
74100, 0.658037
74600, 1.01016
75100, -0.833759
75600, -1.09839
76100, -0.213484
76600, -1.8351
77100, 0.479229
77600, -1.48755
78100, -0.0790303
78600, 0.153725
79100, 0.997153
79600, -1.81905
80100, 0.531579
80600, -1.87983
81100, 0.404782
81600, -1.72536
82100, -0.485629
82600, 0.105575
83100, 1.30112
83600, 0.486606
84100, -0.210012
84600, -0.638428
85100, -0.562752
85600, 1.06249
86100, 0.290623
86600, -1.60203
87100, 0.55844
87600, -1.53057
88100, 0.0798647
88600, 0.93599
89100, -0.328386
89600, 0.215753
90100, -0.954839
90600, 1.30275
91100, 0.139045
91600, 0.867457
92100, -0.223612
92600, 0.294142
93100, 0.887795
93600, 1.03757
94100, 0.129977
94600, -0.463385
95100, 0.767712
95600, -1.3935
96100, -0.0125422
96600, 0.95373
97100, 0.90251
97600, -1.48707
98100, 0.569712
98600, -0.132566
99100, 0.0829223
99600, -1.41698
