100, -2.878
600, 2.02715
1100, -2.07534
1600, 2.6403
2100, -2.31741
2600, -2.99119
3100, 0.444847
3600, -0.507175
4100, 0.818811
4600, -0.0628675
5100, 0.065093
5600, 1.1162
6100, 0.692309
6600, 0.622497
7100, -0.494509
7600, -0.0510817
8100, 0.210431
8600, -0.208683
9100, 1.26173
9600, -0.302793
10100, -0.925651
10600, -0.28197
11100, -0.690566
11600, -0.112507
12100, 0.527231
12600, -0.0166596
13100, 0.30099
13600, -0.216232
14100, -0.1332
14600, 0.75047
15100, 0.240509
15600, -0.849906
16100, -0.309648
16600, 0.676759
17100, -0.21889
17600, -0.0937671
18100, 0.471597
18600, 0.508139
19100, 0.396383
19600, -0.130112
20100, -0.21311
20600, -0.899269
21100, 0.065093
21600, -0.0439104
22100, -0.261177
22600, -0.345117
23100, 0.421831
23600, 0.919338
24100, -0.063133
24600, 0.43597
25100, -0.228044
25600, 0.743383
26100, -0.115326
26600, -0.980479
27100, 0.124824
27600, -0.63869
28100, -0.563325
28600, 0.245177
29100, -0.142238
29600, -0.0194215
30100, -0.834456
30600, -0.175356
31100, -0.994798
31600, 0.0930337
32100, -0.457512
32600, 0.818921
33100, 0.0739845
33600, -0.329071
34100, 0.129824
34600, 0.00980367
35100, 0.450797
35600, -0.302793
36100, 0.301519
36600, -0.682742
37100, -0.228423
37600, 0.296
38100, 0.130752
38600, -0.228454
39100, 0.121546
39600, -0.12814
40100, 0.285274
40600, -0.0327684
41100, 0.201148
41600, 0.206588
42100, -0.218031
42600, -0.0938063
43100, 0.269948
43600, -0.292668
44100, 0.185219
44600, 0.533612
45100, 0.156453
45600, 0.48784
46100, -0.420102
46600, 0.0556195
47100, -0.0317604
47600, 0.14238
48100, -0.494767
48600, -0.567732
49100, 0.226933
49600, 0.0443252
50100, -0.125826
50600, 0.163972
51100, 0.741831
51600, -0.0803505
52100, 0.0792153
52600, 0.0594977
53100, 0.708028
53600, 0.0952926
54100, -0.410915
54600, 0.0677881
55100, -0.124525
55600, -0.125467
56100, 0.0598468
56600, 0.262686
57100, -0.177158
57600, -0.236369
58100, -0.109669
58600, -0.806283
59100, 0.0352139
59600, 0.00830512
60100, -0.25566
60600, 0.0480949
61100, -0.421408
61600, 0.122426
62100, -0.0059962
62600, 0.0415858
63100, 0.0207833
63600, 0.157643
64100, -0.290741
64600, -0.205981
65100, 0.171334
65600, -0.00220334
66100, 0.252097
66600, -0.513803
67100, -0.12351
67600, 0.208765
68100, -0.377883
68600, -0.185885
69100, -0.296937
69600, 0.126407
70100, -0.274979
70600, -0.120413
71100, -0.197757
71600, -0.397334
72100, 0.0385602
72600, -0.194353
73100, 0.226138
73600, -0.274802
74100, -0.228819
74600, 0.256433
75100, 0.443266
75600, -0.222987
76100, -0.114741
76600, 0.067014
77100, 0.0192861
77600, -0.206081
78100, -0.159125
78600, 0.199891
79100, -0.0744341
79600, 0.0613956
80100, 0.0173274
80600, 0.247667
81100, -0.101839
81600, 0.10116
82100, -0.223481
82600, 0.0989421
83100, -0.388235
83600, -0.441851
84100, 0.0318476
84600, -0.425422
85100, -0.0645967
85600, -0.0638392
86100, 0.0394563
86600, -0.0470572
87100, 0.114088
87600, -0.034018
88100, 0.268871
88600, 0.187999
89100, -0.0290463
89600, 0.11929
90100, 0.221884
90600, 0.398059
91100, 0.342926
91600, 0.0281437
92100, 0.0874617
92600, 0.138193
93100, 0.267411
93600, 0.365376
94100, 0.582714
94600, 0.00909333
95100, 0.181145
95600, 0.0389253
96100, -0.167659
96600, 0.234184
97100, -0.148592
97600, 0.00629144
98100, 0.0515925
98600, 0.00838024
99100, 0.155672
99600, -0.347117
